,Bal,Brick,Dist,District,Floor,Kitsp,Lat,Link,Livesp,Lon,Metrdist,New,Nfloors,Price,Price_duplicate,Rem,Rooms,Small_district,Stname,Tel,Totsp,Walk
8011,0,0,608.324979895,4,1,25.0,55.676585,http://www.cian.ru/rent/flat/150875441/,,37.72352,28,1,16,30000.0,30000.0,косметический,2,Печатники,Печатники,0,36.0,1
8012,1,1,44.7356028183,0,2,102.0,55.761573,http://www.cian.ru/rent/flat/150688729/,22.0,37.631469,5,,7,300000.0,300000.0,евроремонт,5,Красносельский,Чистые пруды,0,200.0,1
8013,1,0,558.113440082,2,3,20.0,55.826721,http://www.cian.ru/rent/flat/150607293/,,37.600109,10,1,17,33000.0,33000.0,евроремонт,1,Марфино,Фонвизинская,0,38.0,1
8014,1,1,266.720215494,8,10,31.0,55.789907,http://www.cian.ru/rent/flat/149922676/,,37.496318,5,,17,65000.0,65000.0,евроремонт,2,Щукино,Октябрьское поле,0,59.0,1
8015,1,0,247.840153289,0,5,106.0,55.723815,http://www.cian.ru/rent/flat/148254342/,18.0,37.570959,5,,8,230000.0,230000.0,,4,Хамовники,Спортивная,0,150.0,1
8016,1,0,184.471141438,7,6,37.0,55.779439,http://www.cian.ru/rent/flat/151531142/,10.0,37.455471,5,,17,55000.0,55000.0,,2,Хорошёво-Мнёвники,Полежаевская,0,64.0,0
8017,1,1,64.4816858275,4,10,41.0,55.747535,http://www.cian.ru/rent/flat/151602383/,11.0,37.702957,15,1,16,50000.0,50000.0,косметический,2,Лефортово,Авиамоторная,0,52.0,1
8018,1,0,489.754790465,4,12,30.0,55.692211,http://www.cian.ru/rent/flat/150908426/,,37.821068,7,1,16,29000.0,29000.0,косметический,2,Выхино-Жулебино,Выхино,0,53.0,0
8019,0,1,381.633292524,4,1,20.0,55.706381,http://www.cian.ru/rent/flat/151055891/,,37.675361,9,1,5,27000.0,27000.0,косметический,1,Южнопортовый,Кожуховская,0,33.0,0
8020,0,0,857.135061052,5,5,18.0,55.643485,http://www.cian.ru/rent/flat/151150476/,,37.618596,13,,17,40000.0,40000.0,евроремонт,1,Нагорный,Чертановская,0,36.5,1
8021,1,1,721.923860066,6,12,,55.661526,http://www.cian.ru/rent/flat/150939987/,18.0,37.560934,10,,14,130000.0,130000.0,косметический,3,Черёмушки,Новые Черемушки,0,196.0,0
8022,1,1,1104.24682336,8,2,52.0,55.894672,http://www.cian.ru/rent/flat/151608513/,56.0,37.390335,12,1,6,95000.0,95000.0,косметический,4,Куркино,Планерная,0,120.0,0
8023,1,0,583.237451232,1,3,,55.829876,http://www.cian.ru/rent/flat/151399667/,10.0,37.570635,3,1,9,55000.0,55000.0,,3,Тимирязевский,Петровско-Разумовская,0,64.0,1
8024,1,,730.89490691,5,3,20.0,55.660333,http://www.cian.ru/rent/flat/151580729/,10.0,37.633742,10,,5,25000.0,25000.0,косметический,1,,Каширская,0,40.0,1
8025,1,1,849.964755294,5,4,31.0,55.644445,http://www.cian.ru/rent/flat/151279837/,,37.607565,4,,9,33000.0,33000.0,косметический,2,Нагорный,Чертановская,0,48.0,1
8026,1,0,1078.67329853,6,1,30.0,55.613636,http://www.cian.ru/rent/flat/151560027/,,37.492994,15,,12,35000.0,35000.0,косметический,2,Тёплый Стан,Теплый Стан,0,50.0,1
8027,1,0,937.551865592,2,3,18.0,55.874067,http://www.cian.ru/rent/flat/151434328/,,37.623196,25,,9,23000.0,23000.0,косметический,1,Южное Медведково,Отрадное,0,35.0,1
8028,1,1,1014.47864216,7,8,50.0,55.88359,http://www.cian.ru/rent/flat/151083188/,30.0,37.386328,10,1,9,53000.0,53000.0,косметический,3,Куркино,Планерная,0,90.0,0
8029,0,,69.239129361,0,2,143.0,55.746922,http://www.cian.ru/rent/flat/148951812/,28.0,37.593111,13,,5,250000.0,250000.0,евроремонт,6,,Смоленская,0,200.0,1
8030,1,0,1466.40433962,6,2,18.0,55.560453,http://www.cian.ru/rent/flat/151150136/,,37.583769,10,,6,25000.0,25000.0,косметический,1,Северное Бутово,Бульвар Дмитрия Донского,0,38.0,1
8031,1,0,397.64357048,2,17,32.0,55.806499,http://www.cian.ru/rent/flat/151175812/,13.0,37.642743,3,1,17,62000.0,62000.0,евроремонт,2,Алексеевский,Алексеевская,0,60.0,1
8032,1,1,142.048400679,8,34,37.0,55.774026,http://www.cian.ru/rent/flat/151574016/,12.0,37.467221,5,,40,85000.0,85000.0,евроремонт,2,Хорошёво-Мнёвники,Полежаевская,0,54.0,0
8033,1,0,433.370931264,3,10,30.0,55.811012,http://www.cian.ru/rent/flat/151574982/,10.0,37.706011,26,,12,35000.0,35000.0,косметический,1,Богородское,Преображенская площадь,0,40.0,1
8034,1,0,523.440647507,4,16,20.0,55.687781,http://www.cian.ru/rent/flat/151599340/,10.0,37.863567,12,1,22,33000.0,33000.0,евроремонт,1,Выхино-Жулебино,Жулебино,0,40.0,0
8035,1,1,105.938113448,0,2,78.0,55.742189,http://www.cian.ru/rent/flat/151619982/,15.0,37.574992,8,,8,120000.0,120000.0,евроремонт,4,Хамовники,Киевская,0,120.0,1
8036,0,1,642.871809066,2,1,30.0,55.837353,http://www.cian.ru/rent/flat/151574948/,,37.657386,15,,5,35000.0,35000.0,косметический,2,Ростокино,Ботанический сад,0,48.0,1
8037,0,1,618.426420084,2,22,14.0,55.83429,http://www.cian.ru/rent/flat/151486965/,20.0,37.659515,4,,37,60000.0,60000.0,,2,Ростокино,ВДНХ,0,50.0,0
8038,1,1,1638.79773451,6,2,39.0,55.536385,http://www.cian.ru/rent/flat/151372538/,12.0,37.530139,10,,8,45000.0,45000.0,евроремонт,2,Южное Бутово,Улица Горчакова,0,75.0,1
8039,1,,1769.32806375,9,16,31.0,55.517974,http://www.cian.ru/rent/flat/150697130/,10.0,37.343793,15,1,17,25000.0,25000.0,косметический,2,,Теплый Стан,0,54.0,0
8040,0,,547.101271768,6,10,60.0,55.684665,http://www.cian.ru/rent/flat/150696363/,,37.554439,10,,20,64000.0,64000.0,евроремонт,2,,Профсоюзная,0,75.0,1
8041,0,1,47.7568137013,0,2,78.0,55.749689,http://www.cian.ru/rent/flat/150457488/,12.0,37.592959,10,,3,150000.0,150000.0,евроремонт,3,Арбат,Арбатская,0,100.0,1
8042,0,1,40.9458905778,0,3,85.0,55.761087,http://www.cian.ru/rent/flat/150928400/,15.0,37.647163,7,,5,130000.0,130000.0,,3,Басманный,Чистые пруды,0,160.0,1
8043,1,0,598.721988077,4,10,19.0,55.677854,http://www.cian.ru/rent/flat/150590774/,9.5,37.857,7,1,14,24500.0,24500.0,косметический,1,Выхино-Жулебино,Лермонтовский проспект,0,39.0,1
8044,1,1,100.080183523,0,9,40.0,55.742945,http://www.cian.ru/rent/flat/137568263/,18.0,37.649112,4,,14,90000.0,90000.0,евроремонт,2,Таганский,Таганская,0,74.0,1
8045,1,0,926.057836083,1,9,34.0,55.872642,http://www.cian.ru/rent/flat/151535038/,,37.5554,5,,17,30000.0,30000.0,косметический,2,Бескудниковский,Петровско-Разумовская,0,55.0,0
8046,1,0,1053.01202724,1,9,18.0,55.888351,http://www.cian.ru/rent/flat/151371466/,,37.52227,10,,16,28000.0,28000.0,,1,Дмитровский,Петровско-Разумовская,0,38.0,0
8047,0,1,255.05133628,3,4,75.0,55.788424,http://www.cian.ru/rent/flat/151166426/,16.0,37.678541,2,1,35,125000.0,125000.0,косметический,3,Сокольники,Сокольники,0,116.0,1
8048,1,0,919.502197898,1,8,30.0,55.871829,http://www.cian.ru/rent/flat/151364418/,,37.564653,,,12,38000.0,38000.0,косметический,2,Восточное Дегунино,,0,47.0,
8049,1,0,469.337864086,3,2,27.0,55.815549,http://www.cian.ru/rent/flat/151458784/,,37.70337,15,1,5,33000.0,33000.0,косметический,2,Богородское,Бульвар Рокоссовского,0,44.0,1
8050,1,0,1020.15722712,1,8,32.0,55.884292,http://www.cian.ru/rent/flat/151528878/,,37.540147,10,,14,30000.0,30000.0,косметический,2,Дмитровский,Петровско-Разумовская,0,56.0,0
8051,1,0,397.64357048,2,14,20.0,55.806499,http://www.cian.ru/rent/flat/151366629/,10.0,37.642743,4,,17,50000.0,50000.0,евроремонт,1,Алексеевский,Алексеевская,0,40.0,1
8052,0,,149.143723282,1,10,50.0,55.774932,http://www.cian.ru/rent/flat/151553778/,12.0,37.548663,2,,37,100000.0,100000.0,косметический,3,,Беговая,0,85.0,1
8053,1,1,1204.87850935,5,6,42.0,55.596462,http://www.cian.ru/rent/flat/150798688/,,37.661698,5,,9,30000.0,30000.0,косметический,3,Бирюлёво Восточное,Царицыно,0,52.0,0
8054,1,0,710.615713715,4,3,40.0,55.663029,http://www.cian.ru/rent/flat/150390009/,10.0,37.779422,5,,17,43000.0,43000.0,евроремонт,3,Марьино,Люблино,0,76.0,0
8055,1,1,784.838286664,1,6,34.0,55.855088,http://www.cian.ru/rent/flat/151532211/,,37.474507,2,,9,49500.0,49500.0,евроремонт,2,Левобережный,Речной вокзал,0,55.0,1
8056,1,0,701.65997708,8,10,20.0,55.844708,http://www.cian.ru/rent/flat/151596787/,,37.356199,5,1,17,25000.0,25000.0,косметический,1,Митино,Митино,0,39.0,1
8057,0,,145.893399379,8,3,15.0,55.774517,http://www.cian.ru/rent/flat/151552820/,,37.473006,7,,17,70000.0,70000.0,дизайнерский,1,,Октябрьское поле,0,43.0,0
8058,1,0,596.988564369,4,8,28.0,55.678083,http://www.cian.ru/rent/flat/151588975/,,37.722729,2,1,9,33000.0,33000.0,отсутствует,2,Печатники,Печатники,0,44.0,0
8059,1,0,546.479151318,8,14,31.0,55.825259,http://www.cian.ru/rent/flat/151434647/,12.0,37.435134,2,,16,42000.0,42000.0,косметический,2,Покровское-Стрешнево,Тушинская,0,54.0,1
8060,1,,828.415995334,1,4,36.0,55.860514,http://www.cian.ru/rent/flat/150726427/,10.0,37.46767,8,1,30,50000.0,50000.0,косметический,2,,Речной вокзал,0,58.0,1
8061,1,,412.940207404,8,2,19.0,55.808432,http://www.cian.ru/rent/flat/151617609/,,37.412325,10,,17,29000.0,29000.0,косметический,1,,Строгино,0,39.0,1
8062,1,0,124.416273983,0,7,48.0,55.739803,http://www.cian.ru/rent/flat/151091827/,12.0,37.680966,10,,14,70000.0,70000.0,евроремонт,3,Таганский,Римская,0,78.0,1
8063,1,0,919.502197898,1,9,20.0,55.871829,http://www.cian.ru/rent/flat/151495388/,,37.564653,15,,12,27000.0,27000.0,косметический,1,Восточное Дегунино,Петровско-Разумовская,0,38.8,0
8064,1,0,750.814655662,4,4,48.0,55.657682,http://www.cian.ru/rent/flat/151497260/,10.0,37.767645,18,,17,53000.0,53000.0,евроремонт,2,Марьино,Братиславская,0,60.0,1
8065,1,0,380.118609898,8,12,20.0,55.804283,http://www.cian.ru/rent/flat/151260536/,10.0,37.405848,3,,12,33000.0,33000.0,косметический,1,Строгино,Строгино,0,42.0,1
8066,1,1,159.978681915,8,15,82.0,55.776315,http://www.cian.ru/rent/flat/151364118/,10.0,37.474731,,,17,100000.0,100000.0,евроремонт,3,Хорошёво-Мнёвники,,0,102.0,
8067,1,0,190.90741636,4,4,,55.731201,http://www.cian.ru/rent/flat/150702114/,10.0,37.717779,10,1,12,35000.0,35000.0,,1,Нижегородский,Таганская,0,33.0,0
8068,1,,67.7801819158,0,6,61.0,55.74711,http://www.cian.ru/rent/flat/151241292/,16.0,37.642815,10,1,10,130000.0,130000.0,евроремонт,3,,Таганская,0,80.0,1
8069,1,0,530.224274026,4,2,38.0,55.686888,http://www.cian.ru/rent/flat/151609861/,14.0,37.920296,5,,17,42000.0,42000.0,евроремонт,3,Некрасовка,Жулебино,0,80.0,0
8070,1,0,816.765974129,4,4,47.0,55.648885,http://www.cian.ru/rent/flat/151552068/,27.0,37.746535,3,,24,65000.0,65000.0,косметический,3,Марьино,Марьино,0,80.0,1
8071,1,0,480.176476408,7,15,54.0,55.816915,http://www.cian.ru/rent/flat/151207885/,11.0,37.395293,15,,17,50000.0,50000.0,евроремонт,3,Строгино,Строгино,0,72.0,1
8072,1,0,948.46729872,6,17,36.0,55.631224,http://www.cian.ru/rent/flat/150351097/,10.2,37.525297,5,,24,48000.0,48000.0,евроремонт,2,Коньково,Коньково,0,58.0,1
8073,1,1,411.5787321,7,7,70.0,55.80826,http://www.cian.ru/rent/flat/151552065/,30.0,37.448276,10,1,26,125000.0,125000.0,дизайнерский,2,Щукино,Щукинская,0,100.0,1
8074,0,1,64.8094143539,0,3,86.0,55.764146,http://www.cian.ru/rent/flat/148793236/,14.0,37.597522,5,1,12,260000.0,260000.0,дизайнерский,3,Пресненский,Пушкинская,0,110.0,1
8075,1,1,572.205481194,3,2,28.0,55.828491,http://www.cian.ru/rent/flat/151604138/,,37.76292,10,,5,30000.0,30000.0,евроремонт,2,Метрогородок,Бульвар Рокоссовского,0,44.0,1
8076,0,0,334.283123709,1,4,120.0,55.79848,http://www.cian.ru/rent/flat/150642437/,30.0,37.520671,9,,12,490000.0,490000.0,,4,Хорошёвский,Сокол,0,201.0,1
8077,1,1,1017.40623228,5,10,18.0,55.621928,http://www.cian.ru/rent/flat/151385124/,8.5,37.70541,12,,14,25000.0,25000.0,косметический,1,Орехово-Борисово Северное,Орехово,0,34.0,1
8078,1,0,221.821609993,8,6,25.0,55.784197,http://www.cian.ru/rent/flat/151487486/,,37.477579,5,1,9,33000.0,33000.0,косметический,2,Хорошёво-Мнёвники,Октябрьское поле,0,38.0,0
8079,1,0,915.245629754,5,4,19.0,55.635691,http://www.cian.ru/rent/flat/151500901/,,37.723439,20,1,17,28000.0,28000.0,евроремонт,1,Москворечье-Сабурово,Борисово,0,34.0,1
8080,1,1,1011.1302348,8,8,95.0,55.883176,http://www.cian.ru/rent/flat/150111979/,,37.387442,15,,8,118000.0,118000.0,,3,Куркино,Планерная,0,135.0,0
8081,1,0,569.179448561,8,6,20.0,55.828111,http://www.cian.ru/rent/flat/151587266/,,37.427246,10,1,14,30000.0,30000.0,косметический,1,Покровское-Стрешнево,Тушинская,0,38.0,1
8082,0,0,334.283123709,1,7,72.0,55.79848,http://www.cian.ru/rent/flat/149846552/,,37.520671,10,,20,200000.0,200000.0,евроремонт,3,Хорошёвский,Аэропорт,0,119.0,1
8083,1,1,101.920162913,3,3,32.0,55.768897,http://www.cian.ru/rent/flat/150784722/,10.0,37.743813,,,16,32000.0,32000.0,косметический,2,Соколиная Гора,,0,52.0,
8084,1,1,123.673103229,0,9,149.0,55.739899,http://www.cian.ru/rent/flat/149403075/,10.0,37.649516,5,,9,360000.0,360000.0,дизайнерский,4,Таганский,Таганская,0,190.0,1
8085,1,0,217.256978659,0,3,90.0,55.727785,http://www.cian.ru/rent/flat/150793054/,25.0,37.63394,10,,6,300000.0,300000.0,,3,Замоскворечье,Павелецкая,0,162.0,1
8086,0,1,133.131213752,0,7,69.0,55.738677,http://www.cian.ru/rent/flat/151241501/,,37.629071,5,,8,180000.0,180000.0,дизайнерский,3,Замоскворечье,Третьяковская,0,91.0,1
8087,1,,922.961264114,1,12,18.0,55.872258,http://www.cian.ru/rent/flat/151621740/,7.8,37.518973,13,1,17,27000.0,27000.0,косметический,1,,Петровско-Разумовская,0,38.0,0
8088,1,0,1074.07591336,2,10,32.0,55.890951,http://www.cian.ru/rent/flat/151568017/,,37.580364,7,,12,45000.0,45000.0,евроремонт,2,Лианозово,Алтуфьево,0,52.0,1
8089,1,,985.780536618,5,6,34.0,55.626197,http://www.cian.ru/rent/flat/151457368/,,37.749526,7,,12,32000.0,32000.0,,2,,Шипиловская,0,45.0,1
8090,1,0,964.999522983,6,7,19.0,55.628998,http://www.cian.ru/rent/flat/151369806/,,37.519611,5,,16,35000.0,35000.0,косметический,1,Коньково,Коньково,0,40.0,1
8091,1,0,672.089645177,4,12,,55.668143,http://www.cian.ru/rent/flat/151460574/,,37.779054,15,1,17,30000.0,30000.0,,1,Люблино,Люблино,0,36.0,1
8092,1,1,142.048400679,7,34,37.0,55.774026,http://www.cian.ru/rent/flat/151453876/,22.0,37.467221,5,,40,85000.0,85000.0,дизайнерский,2,Хорошёво-Мнёвники,Полежаевская,0,59.0,0
8093,0,1,276.481266701,8,7,,55.791147,http://www.cian.ru/rent/flat/151477751/,,37.48861,7,,12,37000.0,37000.0,,1,Щукино,Октябрьское поле,0,35.0,1
8094,0,0,972.317552982,5,1,24.0,55.628012,http://www.cian.ru/rent/flat/151588619/,7.5,37.666153,9,,12,34000.0,34000.0,косметический,2,Царицыно,Кантемировская,0,38.0,1
8095,1,,1084.14523361,9,4,20.0,55.612894,http://www.cian.ru/rent/flat/151422807/,,37.469611,10,,5,25000.0,25000.0,,1,,Теплый Стан,0,33.0,0
8096,1,0,833.941037789,4,12,36.0,55.646589,http://www.cian.ru/rent/flat/150774635/,10.0,37.758626,12,,17,40000.0,40000.0,косметический,2,Марьино,Марьино,0,64.0,1
8097,1,0,178.80971737,3,3,34.0,55.732768,http://www.cian.ru/rent/flat/151248144/,,37.835692,4,,9,35000.0,35000.0,,3,Вешняки,Новогиреево,0,50.0,0
8098,0,1,3.88428044595,0,4,106.0,55.75633,http://www.cian.ru/rent/flat/143811859/,18.0,37.596148,7,,5,230000.0,230000.0,,5,Пресненский,Арбатская,0,150.0,1
8099,1,1,723.504473463,7,4,32.0,55.847437,http://www.cian.ru/rent/flat/151236205/,,37.438888,4,1,5,37000.0,37000.0,косметический,2,Южное Тушино,Сходненская,0,54.0,1
8100,1,1,85.2348624601,3,3,29.0,55.74486,http://www.cian.ru/rent/flat/151600350/,,37.768885,18,,5,38000.0,38000.0,,2,Перово,Перово,0,44.0,1
8101,0,0,345.324938288,3,3,25.0,55.711123,http://www.cian.ru/rent/flat/151611123/,10.0,37.896895,15,,11,27000.0,27000.0,косметический,1,Косино-Ухтомский,Выхино,0,37.6,1
8102,1,0,764.084828094,2,3,48.0,55.852501,http://www.cian.ru/rent/flat/151483833/,,37.68032,5,,12,53000.0,53000.0,косметический,3,Ярославский,ВДНХ,0,65.0,0
8103,1,1,398.766967098,7,4,30.0,55.806641,http://www.cian.ru/rent/flat/149755293/,12.0,37.453127,11,1,12,62000.0,62000.0,евроремонт,2,Щукино,Щукинская,0,47.0,1
8104,1,1,682.495129089,7,2,18.0,55.842312,http://www.cian.ru/rent/flat/151256605/,,37.428118,15,1,9,27000.0,27000.0,отсутствует,1,Южное Тушино,Сходненская,0,33.0,0
8105,1,0,1064.42522735,2,16,20.0,55.88976,http://www.cian.ru/rent/flat/151366343/,,37.59551,13,,16,32000.0,32000.0,евроремонт,1,Бибирево,Бибирево,0,36.0,1
8106,1,1,706.029108317,7,4,18.5,55.845254,http://www.cian.ru/rent/flat/151574710/,,37.44338,7,,5,35000.0,35000.0,косметический,1,Южное Тушино,Сходненская,0,34.0,1
8107,1,1,191.618112468,8,10,115.0,55.78035,http://www.cian.ru/rent/flat/151520767/,40.0,37.450028,3,1,18,280000.0,280000.0,дизайнерский,4,Хорошёво-Мнёвники,Октябрьское поле,0,220.0,0
8108,1,0,1600.14753143,6,8,35.0,55.541805,http://www.cian.ru/rent/flat/151382251/,,37.521201,5,,12,36000.0,36000.0,евроремонт,2,Южное Бутово,Бунинская аллея,0,64.0,1
8109,1,0,1289.80042285,5,8,22.0,55.584833,http://www.cian.ru/rent/flat/151590890/,10.0,37.671543,5,,12,27000.0,27000.0,евроремонт,1,Бирюлёво Восточное,Царицыно,0,42.0,0
8110,1,,687.858907052,6,12,36.0,55.666051,http://www.cian.ru/rent/flat/151599198/,,37.517752,15,1,24,47000.0,47000.0,евроремонт,2,,Проспект Вернадского,0,56.0,1
8111,1,0,1087.10909137,5,10,45.0,55.612492,http://www.cian.ru/rent/flat/150350051/,10.0,37.724427,3,1,12,38000.0,38000.0,,3,Орехово-Борисово Северное,Домодедовская,0,76.0,1
8112,1,1,114.567269971,0,8,90.0,55.741075,http://www.cian.ru/rent/flat/150950247/,25.0,37.631236,3,1,12,299000.0,299000.0,дизайнерский,4,Замоскворечье,Новокузнецкая,0,155.0,1
8113,1,1,946.435580124,1,12,25.0,55.875168,http://www.cian.ru/rent/flat/150868797/,,37.49038,10,1,12,30000.0,30000.0,косметический,2,Ховрино,Речной вокзал,0,40.0,0
8114,1,1,330.290353389,3,3,40.0,55.797974,http://www.cian.ru/rent/flat/149922624/,,37.68897,12,1,5,63500.0,63500.0,дизайнерский,2,Сокольники,Сокольники,0,60.0,1
8115,1,0,331.871522641,3,10,32.0,55.712878,http://www.cian.ru/rent/flat/151550914/,12.0,37.896948,3,1,12,32000.0,32000.0,отсутствует,2,Косино-Ухтомский,Лермонтовский проспект,0,55.0,0
8116,1,0,446.318707162,3,4,29.0,55.812646,http://www.cian.ru/rent/flat/151243857/,,37.724436,8,,5,37000.0,37000.0,косметический,2,Богородское,Бульвар Рокоссовского,0,43.0,1
8117,1,1,199.943559336,4,9,28.0,55.73003,http://www.cian.ru/rent/flat/149742714/,,37.71866,10,,12,32000.0,32000.0,косметический,2,Нижегородский,Таганская,0,46.0,0
8118,1,0,589.379389254,4,7,34.0,55.679088,http://www.cian.ru/rent/flat/149557532/,,37.765282,5,1,16,42000.0,42000.0,евроремонт,2,Люблино,Люблино,0,50.0,1
8119,1,0,1324.23091068,5,5,50.0,55.580101,http://www.cian.ru/rent/flat/151139228/,12.0,37.68579,10,1,17,45000.0,45000.0,евроремонт,3,Бирюлёво Восточное,Кантемировская,0,80.0,0
8120,1,0,379.659456259,4,2,15.0,55.706639,http://www.cian.ru/rent/flat/151494881/,,37.788567,15,,16,32000.0,32000.0,косметический,1,Кузьминки,Кузьминки,0,35.0,1
8121,0,0,132.457977484,0,9,67.0,55.738764,http://www.cian.ru/rent/flat/142957558/,,37.652777,4,,15,190000.0,190000.0,евроремонт,3,Таганский,Таганская,0,100.0,1
8122,1,,730.398714145,5,3,18.0,55.660399,http://www.cian.ru/rent/flat/151517594/,,37.62519,10,,5,30000.0,30000.0,косметический,1,,Варшавская,0,33.0,1
8123,1,1,270.737857882,4,4,32.0,55.720839,http://www.cian.ru/rent/flat/151528742/,,37.664446,13,1,9,40000.0,40000.0,евроремонт,2,Южнопортовый,Пролетарская,0,48.0,1
8124,0,1,20.0199306198,0,7,80.0,55.758402,http://www.cian.ru/rent/flat/141340443/,50.0,37.549282,15,,24,300000.0,300000.0,дизайнерский,3,Пресненский,Улица 1905 года,0,135.0,1
8125,1,1,805.3579513,2,10,18.0,55.857644,http://www.cian.ru/rent/flat/151461014/,12.0,37.619603,11,1,16,32000.0,32000.0,отсутствует,1,Отрадное,Отрадное,0,38.0,1
8126,1,1,404.051599136,4,10,20.0,55.703449,http://www.cian.ru/rent/flat/151579266/,,37.742187,8,1,14,30000.0,30000.0,косметический,1,Текстильщики,Текстильщики,0,35.0,1
8127,1,0,1653.26907835,6,10,44.0,55.534352,http://www.cian.ru/rent/flat/151020587/,10.0,37.517536,2,1,14,40000.0,40000.0,евроремонт,3,Южное Бутово,Бунинская аллея,0,81.0,1
8128,1,1,919.994021668,1,5,20.0,55.87189,http://www.cian.ru/rent/flat/150620579/,,37.509873,9,,12,25000.0,25000.0,косметический,1,Западное Дегунино,Петровско-Разумовская,0,36.0,0
8129,0,1,46.2265851366,3,8,21.0,55.749886,http://www.cian.ru/rent/flat/150355397/,,37.784506,2,,9,39000.0,39000.0,косметический,1,Перово,Перово,0,32.0,1
8130,1,0,1034.8278045,2,10,20.0,55.886105,http://www.cian.ru/rent/flat/151451512/,10.0,37.658383,3,1,16,29000.0,29000.0,косметический,1,Северное Медведково,Медведково,0,40.0,1
8131,1,1,1574.0840528,9,1,32.0,55.545452,http://www.cian.ru/rent/flat/151601140/,,37.493865,13,,3,27000.0,27000.0,косметический,1,поселение Сосенское,Бунинская аллея,0,40.0,1
8132,1,1,485.716526487,2,5,50.0,55.817613,http://www.cian.ru/rent/flat/150816409/,,37.661859,20,1,9,48000.0,48000.0,косметический,3,Алексеевский,ВДНХ,0,67.0,1
8133,0,1,64.8697689148,0,4,58.0,55.747485,http://www.cian.ru/rent/flat/151188710/,30.0,37.588907,5,1,6,149000.0,149000.0,евроремонт,3,Арбат,Смоленская,0,110.0,1
8134,1,1,941.747292841,1,5,19.0,55.874587,http://www.cian.ru/rent/flat/151591309/,,37.493695,,1,17,33000.0,33000.0,евроремонт,1,Ховрино,,0,40.0,
8135,1,0,577.2788303,3,10,28.0,55.829128,http://www.cian.ru/rent/flat/151557884/,,37.817349,10,,17,28000.0,28000.0,косметический,1,Гольяново,Щелковская,0,38.0,0
8136,1,1,812.320022566,5,5,20.0,55.649479,http://www.cian.ru/rent/flat/151555117/,,37.618004,5,,5,33000.0,33000.0,,1,Нагорный,Варшавская,0,33.0,1
8137,1,1,1064.62777128,1,22,25.0,55.889785,http://www.cian.ru/rent/flat/151494885/,18.0,37.558805,5,1,25,43000.0,43000.0,дизайнерский,1,Восточное Дегунино,Дмитровская,0,47.0,0
8138,0,1,558.883234981,6,2,48.0,55.683112,http://www.cian.ru/rent/flat/151599839/,12.0,37.521803,12,,8,54000.0,54000.0,косметический,3,Ломоносовский,Университет,0,79.0,1
8139,1,,1873.45680834,9,18,20.0,55.503165,http://www.cian.ru/rent/flat/151159322/,10.0,37.536993,10,1,25,25000.0,25000.0,евроремонт,1,,Бунинская аллея,0,40.0,0
8140,1,1,828.205311309,5,3,36.0,55.647356,http://www.cian.ru/rent/flat/150125549/,10.0,37.664231,19,1,5,41000.0,41000.0,евроремонт,2,Москворечье-Сабурово,Каширская,0,56.0,1
8141,0,1,430.447876181,3,1,19.0,55.810643,http://www.cian.ru/rent/flat/151515009/,,37.784614,10,1,5,25000.0,25000.0,косметический,1,Гольяново,Щелковская,0,31.0,1
