,Bal,Brick,Dist,District,Floor,Kitsp,Lat,Link,Livesp,Lon,Metrdist,New,Nfloors,Price,Price_duplicate,Rem,Rooms,Small_district,Stname,Tel,Totsp,Walk
15014,1,0,778.904228268,7,2,27.0,55.653939,http://www.cian.ru/rent/flat/151641490/,10.0,37.408606,15,1,17,26000.0,26000.0,косметический,1,Солнцево,Юго-Западная,0,40.0,0
15015,1,1,285.474677605,7,2,18.0,55.718922,http://www.cian.ru/rent/flat/151383529/,,37.453154,15,1,5,26000.0,26000.0,косметический,1,Фили-Давыдково,Кунцевская,0,34.0,1
15016,1,1,346.803910711,7,7,17.0,55.71093,http://www.cian.ru/rent/flat/151141166/,,37.510601,5,,8,26000.0,26000.0,,1,Раменки,Киевская,0,30.0,0
15017,0,0,896.47717812,7,2,22.0,55.638211,http://www.cian.ru/rent/flat/151388533/,,37.363726,12,,14,26000.0,26000.0,,1,Ново-Переделкино,Румянцево,0,42.0,0
15018,1,0,616.078129365,7,3,20.0,55.67556,http://www.cian.ru/rent/flat/151424950/,10.0,37.45354,10,1,14,27000.0,27000.0,косметический,1,Очаково-Матвеевское,Юго-Западная,0,39.0,0
15019,1,0,809.729805615,7,15,20.0,55.649825,http://www.cian.ru/rent/flat/150874539/,,37.367365,10,,17,27000.0,27000.0,евроремонт,1,Ново-Переделкино,Юго-Западная,0,40.0,0
15020,1,0,716.041145029,7,12,20.0,55.662308,http://www.cian.ru/rent/flat/151605194/,10.0,37.487649,5,1,17,27000.0,27000.0,косметический,1,Тропарёво-Никулино,Юго-Западная,0,37.0,1
15021,1,0,805.357065036,7,4,20.0,55.650409,http://www.cian.ru/rent/flat/151479385/,10.0,37.343362,10,,17,27000.0,27000.0,косметический,1,Ново-Переделкино,Юго-Западная,0,40.0,0
15022,0,0,668.605412544,7,2,20.0,55.668605,http://www.cian.ru/rent/flat/151119678/,,37.452489,15,1,17,27000.0,27000.0,косметический,1,Тропарёво-Никулино,Юго-Западная,0,38.0,1
15023,1,0,41.8528316573,7,13,20.0,55.750449,http://www.cian.ru/rent/flat/151622995/,10.0,37.406262,5,,14,28000.0,28000.0,косметический,1,Кунцево,Крылатское,0,38.0,1
15024,1,0,783.553029546,7,15,20.0,55.653319,http://www.cian.ru/rent/flat/151663000/,10.0,37.398186,10,,15,28000.0,28000.0,евроремонт,1,Солнцево,Юго-Западная,0,38.0,0
15025,0,1,147.751702038,7,5,,55.736787,http://www.cian.ru/rent/flat/151578664/,,37.407007,5,1,5,28000.0,28000.0,,2,Кунцево,Молодежная,0,48.0,1
15026,1,0,122.891199163,7,8,20.0,55.74,http://www.cian.ru/rent/flat/151637772/,,37.492626,5,1,17,28000.0,28000.0,косметический,1,Филёвский Парк,Филевский парк,0,38.0,1
15027,1,0,342.757565186,7,2,20.0,55.711458,http://www.cian.ru/rent/flat/151599453/,,37.480768,5,,5,28000.0,28000.0,косметический,1,Очаково-Матвеевское,Славянский бульвар,0,34.0,0
15028,1,0,876.212416981,7,12,20.0,55.640929,http://www.cian.ru/rent/flat/150972142/,,37.398851,,1,17,28000.0,28000.0,косметический,1,Солнцево,,0,38.0,
15029,1,0,146.259148054,7,2,,55.73698,http://www.cian.ru/rent/flat/150903871/,5.5,37.477103,5,1,5,29000.0,29000.0,,1,Фили-Давыдково,Филевский парк,0,30.0,1
15030,0,1,329.50192034,7,1,17.0,55.713187,http://www.cian.ru/rent/flat/151382067/,,37.457546,25,,5,29000.0,29000.0,косметический,1,Фили-Давыдково,Славянский бульвар,0,27.0,1
15031,0,0,184.253341955,7,1,21.0,55.732063,http://www.cian.ru/rent/flat/151583305/,,37.419395,12,,12,30000.0,30000.0,евроремонт,1,Кунцево,Молодежная,0,40.0,1
15032,1,0,213.425293927,7,14,19.0,55.728282,http://www.cian.ru/rent/flat/151147275/,10.0,37.527849,5,,16,30000.0,30000.0,косметический,1,Раменки,Киевская,0,37.0,0
15033,1,,266.800188974,7,7,20.0,55.721351,http://www.cian.ru/rent/flat/151528614/,11.0,37.512505,10,,16,30000.0,30000.0,косметический,1,,Киевская,0,40.0,0
15034,1,0,902.951499414,7,5,20.0,55.637342,http://www.cian.ru/rent/flat/151377160/,,37.362289,,,14,30000.0,30000.0,косметический,1,Ново-Переделкино,,0,38.0,
15035,1,1,75.3687930839,7,5,32.0,55.746132,http://www.cian.ru/rent/flat/151426880/,,37.502381,3,,5,30000.0,30000.0,косметический,2,Филёвский Парк,Багратионовская,0,44.0,1
15036,0,1,16.9617826159,7,1,19.0,55.753651,http://www.cian.ru/rent/flat/151486110/,,37.508391,10,,5,30000.0,30000.0,косметический,1,Филёвский Парк,Фили,0,31.0,1
15037,1,0,329.110795586,7,3,20.0,55.713238,http://www.cian.ru/rent/flat/151176268/,,37.455651,15,1,5,30000.0,30000.0,косметический,1,Фили-Давыдково,Славянский бульвар,0,35.0,0
15038,1,0,778.904228268,7,9,18.0,55.653939,http://www.cian.ru/rent/flat/151534418/,,37.408606,,1,18,30000.0,30000.0,косметический,1,Солнцево,,0,37.0,
15039,1,0,822.99900161,7,6,33.0,55.648052,http://www.cian.ru/rent/flat/151264311/,12.0,37.340137,15,,22,30000.0,30000.0,косметический,2,Ново-Переделкино,Юго-Западная,0,60.0,0
15040,0,0,366.028812917,7,1,31.0,55.70842,http://www.cian.ru/rent/flat/149551184/,10.0,37.404052,10,1,12,30000.0,30000.0,косметический,2,Можайский,Славянский бульвар,0,45.0,0
15041,1,0,235.388645355,7,1,30.0,55.725432,http://www.cian.ru/rent/flat/151616361/,,37.432654,10,,9,30000.0,30000.0,косметический,1,Можайский,Кунцевская,0,39.0,1
15042,0,0,498.862319795,7,1,18.0,55.691014,http://www.cian.ru/rent/flat/151503722/,,37.49692,25,1,17,30000.0,30000.0,косметический,1,Раменки,Проспект Вернадского,0,26.0,1
15043,1,0,863.055932834,7,10,32.0,55.642692,http://www.cian.ru/rent/flat/151588295/,,37.336921,,,17,30000.0,30000.0,косметический,2,Ново-Переделкино,,0,54.0,
15044,1,1,287.695474638,7,7,32.0,55.718633,http://www.cian.ru/rent/flat/151569311/,,37.437685,4,1,9,30000.0,30000.0,косметический,2,Можайский,Славянский бульвар,0,45.0,0
15045,1,1,186.638849341,7,7,19.0,55.731754,http://www.cian.ru/rent/flat/151530333/,,37.535125,15,,12,30000.0,30000.0,косметический,1,Раменки,Кутузовская,0,37.0,1
15046,1,1,300.316622102,7,2,20.0,55.71699,http://www.cian.ru/rent/flat/151636363/,,37.453468,20,,5,30000.0,30000.0,косметический,1,Фили-Давыдково,Кунцевская,0,31.0,1
15047,1,0,63.0299334583,7,14,18.0,55.763918,http://www.cian.ru/rent/flat/151518290/,,37.483607,,1,16,30000.0,30000.0,косметический,1,Филёвский Парк,,0,37.0,
15048,1,0,492.380184931,7,7,20.0,55.691866,http://www.cian.ru/rent/flat/151493582/,10.0,37.496749,27,,17,30000.0,30000.0,косметический,1,Раменки,Проспект Вернадского,0,35.0,1
15049,1,1,304.478515559,7,2,20.0,55.716448,http://www.cian.ru/rent/flat/151635121/,,37.454313,25,,5,30000.0,30000.0,косметический,1,Фили-Давыдково,Кунцевская,0,31.0,1
15050,1,1,320.205014378,7,2,28.0,55.714399,http://www.cian.ru/rent/flat/150956998/,,37.403683,,,5,30000.0,30000.0,косметический,2,Можайский,,0,42.0,
15051,1,0,110.387736593,7,7,20.0,55.76998,http://www.cian.ru/rent/flat/151599114/,10.0,37.409055,12,1,17,30000.0,30000.0,евроремонт,1,Крылатское,Крылатское,0,40.0,1
15052,0,0,184.253341955,7,1,21.0,55.732063,http://www.cian.ru/rent/flat/151585799/,,37.419395,10,,12,29800.0,29800.0,косметический,1,Кунцево,Молодежная,0,40.0,1
15053,1,1,280.094636254,7,2,18.0,55.719622,http://www.cian.ru/rent/flat/151563181/,,37.456765,21,,5,31000.0,31000.0,евроремонт,1,Фили-Давыдково,Славянский бульвар,0,35.0,1
15054,1,1,286.173984402,7,27,69.0,55.718831,http://www.cian.ru/rent/flat/150724328/,,37.477624,19,1,31,180000.0,180000.0,дизайнерский,3,Очаково-Матвеевское,Славянский бульвар,0,120.0,1
15055,1,,306.267420875,7,15,155.0,55.716215,http://www.cian.ru/rent/flat/148875200/,25.0,37.508535,5,,17,400000.0,400000.0,,5,,Парк Победы,0,245.0,0
15056,1,1,666.734830927,7,19,140.0,55.668853,http://www.cian.ru/rent/flat/148728008/,25.0,37.513817,15,1,29,160000.0,160000.0,евроремонт,4,Проспект Вернадского,Проспект Вернадского,0,190.0,1
15057,1,0,140.891317476,7,3,20.0,55.737674,http://www.cian.ru/rent/flat/151636912/,10.0,37.427893,10,,12,32000.0,32000.0,косметический,1,Кунцево,Молодежная,0,40.0,1
15058,1,1,283.330507672,7,12,20.0,55.719201,http://www.cian.ru/rent/flat/151577914/,10.0,37.442167,11,,16,32000.0,32000.0,евроремонт,1,Можайский,Кунцевская,0,40.0,0
15059,0,0,184.253341955,7,1,21.0,55.732063,http://www.cian.ru/rent/flat/151149876/,,37.419395,12,,14,32000.0,32000.0,косметический,1,Кунцево,Молодежная,0,40.0,1
15060,1,1,117.94367155,7,4,20.0,55.740639,http://www.cian.ru/rent/flat/151590719/,,37.496875,5,,5,32000.0,32000.0,косметический,1,Филёвский Парк,Багратионовская,0,32.0,1
15061,1,1,196.965358997,7,2,32.0,55.730416,http://www.cian.ru/rent/flat/151623987/,,37.404869,17,,5,33000.0,33000.0,косметический,2,Кунцево,Молодежная,0,58.0,1
15062,1,0,90.0267379972,7,14,20.0,55.744242,http://www.cian.ru/rent/flat/151637746/,10.0,37.491117,6,,17,33000.0,33000.0,евроремонт,1,Филёвский Парк,Багратионовская,0,35.0,1
15063,1,0,197.165975794,7,9,20.0,55.73039,http://www.cian.ru/rent/flat/151268630/,10.0,37.413421,15,,16,33000.0,33000.0,евроремонт,1,Кунцево,Кунцевская,0,38.0,1
15064,1,0,911.426477716,7,2,35.0,55.636204,http://www.cian.ru/rent/flat/151206999/,,37.347,15,1,17,33000.0,33000.0,евроремонт,2,Ново-Переделкино,Юго-Западная,0,54.0,0
15065,1,0,379.621201787,7,7,,55.706644,http://www.cian.ru/rent/flat/151089316/,10.0,37.463709,7,1,14,33000.0,33000.0,,1,Очаково-Матвеевское,Кунцевская,0,39.0,0
15066,1,0,167.4935145,7,10,27.0,55.734233,http://www.cian.ru/rent/flat/151159040/,,37.419269,12,1,14,33000.0,33000.0,косметический,1,Кунцево,Молодежная,0,35.0,1
15067,1,0,1072.14454166,7,9,33.0,55.614521,http://www.cian.ru/rent/flat/149370999/,,37.255048,,1,13,33000.0,33000.0,евроремонт,2,Внуково,,0,53.0,
15068,1,0,174.585161358,7,4,30.0,55.733315,http://www.cian.ru/rent/flat/151113264/,,37.482196,8,1,5,33000.0,33000.0,косметический,2,Фили-Давыдково,Славянский бульвар,0,45.0,1
15069,1,0,852.922843547,7,11,35.0,55.644049,http://www.cian.ru/rent/flat/151384756/,,37.350719,20,,14,34000.0,34000.0,евроремонт,2,Ново-Переделкино,Юго-Западная,0,56.0,0
15070,1,0,318.800921657,7,10,36.0,55.714582,http://www.cian.ru/rent/flat/151575628/,10.0,37.400126,5,,18,34000.0,34000.0,евроремонт,2,Можайский,Славянский бульвар,0,58.0,0
15071,1,0,683.382705981,7,4,18.0,55.666645,http://www.cian.ru/rent/flat/151483837/,11.0,37.464113,19,,25,34000.0,34000.0,косметический,1,Тропарёво-Никулино,Юго-Западная,0,44.0,1
15072,1,0,130.066664762,7,13,20.0,55.739073,http://www.cian.ru/rent/flat/151002440/,10.0,37.436463,10,1,17,34000.0,34000.0,евроремонт,1,Кунцево,Молодежная,0,40.0,1
15073,1,1,156.960023704,7,6,35.0,55.735596,http://www.cian.ru/rent/flat/150988638/,10.0,37.519539,3,1,10,33500.0,33500.0,косметический,2,Дорогомилово,Парк Победы,0,48.0,1
15074,1,0,320.90319006,7,10,37.0,55.714308,http://www.cian.ru/rent/flat/151354501/,12.0,37.398276,5,,18,34000.0,34000.0,евроремонт,2,Можайский,Молодежная,0,65.0,0
15075,1,0,871.661323238,7,8,32.0,55.641539,http://www.cian.ru/rent/flat/151569237/,9.5,37.341511,,,14,35000.0,35000.0,косметический,2,Ново-Переделкино,,0,53.0,
15076,0,1,73.1654074881,7,1,18.0,55.746416,http://www.cian.ru/rent/flat/151641375/,,37.500872,5,,9,35000.0,35000.0,косметический,1,Филёвский Парк,Багратионовская,0,35.0,1
15077,1,0,54.6494453918,7,5,20.0,55.762844,http://www.cian.ru/rent/flat/151073277/,,37.482609,,,9,35000.0,35000.0,косметический,1,Филёвский Парк,,0,40.0,
15078,1,0,524.861371453,7,8,22.0,55.687594,http://www.cian.ru/rent/flat/151647649/,,37.46547,10,,25,35000.0,35000.0,евроремонт,1,Очаково-Матвеевское,Проспект Вернадского,0,42.0,1
15079,1,1,246.354354471,7,3,35.0,55.724008,http://www.cian.ru/rent/flat/150314539/,,37.454762,12,,5,35000.0,35000.0,косметический,2,Фили-Давыдково,Славянский бульвар,0,48.0,1
15080,1,0,1060.3275306,7,5,56.0,55.616122,http://www.cian.ru/rent/flat/150403841/,12.0,37.300009,10,,17,35000.0,35000.0,евроремонт,2,Внуково,Саларьево,0,68.0,0
15081,1,0,483.033764453,7,6,22.0,55.693094,http://www.cian.ru/rent/flat/150892322/,10.0,37.492536,15,,17,35000.0,35000.0,евроремонт,1,Раменки,Проспект Вернадского,0,42.0,1
15082,1,0,117.084131066,7,2,30.0,55.74075,http://www.cian.ru/rent/flat/151268479/,,37.410349,4,1,5,35000.0,35000.0,косметический,2,Кунцево,Молодежная,0,45.0,1
15083,1,0,110.387736593,7,9,20.0,55.76998,http://www.cian.ru/rent/flat/151577372/,,37.409055,13,,17,35000.0,35000.0,евроремонт,1,Крылатское,Крылатское,0,40.0,1
15084,0,,392.883675257,7,3,20.0,55.70491,http://www.cian.ru/rent/flat/151641737/,,37.497459,20,,23,35000.0,35000.0,евроремонт,1,,Университет,0,30.0,1
15085,1,0,849.396987263,7,6,36.0,55.644521,http://www.cian.ru/rent/flat/151197036/,10.0,37.339885,15,,17,35000.0,35000.0,евроремонт,2,Ново-Переделкино,Юго-Западная,0,58.0,0
15086,1,0,757.332324012,7,3,20.0,55.656814,http://www.cian.ru/rent/flat/151451910/,10.0,37.468227,15,1,17,35000.0,35000.0,евроремонт,1,Тропарёво-Никулино,Юго-Западная,0,40.0,1
15087,1,0,210.302400649,7,5,20.0,55.728687,http://www.cian.ru/rent/flat/150732073/,10.0,37.525962,7,,12,35000.0,35000.0,косметический,1,Раменки,Киевская,0,36.0,0
15088,1,0,165.770474359,7,9,20.0,55.734456,http://www.cian.ru/rent/flat/151423345/,10.0,37.412415,12,1,17,35000.0,35000.0,евроремонт,1,Кунцево,Молодежная,0,40.0,1
15089,1,0,406.221810351,7,8,20.0,55.703165,http://www.cian.ru/rent/flat/151129478/,,37.455867,,,18,35000.0,35000.0,косметический,1,Очаково-Матвеевское,,0,41.0,
15090,1,0,853.303775055,7,8,35.0,55.643998,http://www.cian.ru/rent/flat/151578829/,10.0,37.403576,10,,17,35000.0,35000.0,евроремонт,2,Солнцево,Юго-Западная,0,55.0,0
15091,1,0,279.587306002,7,2,27.0,55.719688,http://www.cian.ru/rent/flat/151081155/,,37.390236,,1,9,35000.0,35000.0,косметический,2,Можайский,,0,43.0,
15092,1,1,116.25553398,7,2,32.0,55.740857,http://www.cian.ru/rent/flat/142603248/,,37.483759,2,1,5,35000.0,35000.0,косметический,2,Филёвский Парк,Филевский парк,0,43.0,1
15093,1,0,153.195199177,7,4,18.0,55.736083,http://www.cian.ru/rent/flat/150712126/,,37.474345,10,,5,36000.0,36000.0,косметический,1,Фили-Давыдково,Славянский бульвар,0,32.0,1
15094,1,0,610.897093723,7,5,28.0,55.676245,http://www.cian.ru/rent/flat/150963726/,,37.488134,15,,5,36000.0,36000.0,косметический,2,Проспект Вернадского,Проспект Вернадского,0,44.0,1
15095,1,1,188.715343808,7,3,22.0,55.731485,http://www.cian.ru/rent/flat/151536592/,,37.411544,15,1,4,36000.0,36000.0,евроремонт,1,Кунцево,Молодежная,0,36.0,1
15096,1,1,153.00191589,7,4,36.0,55.736108,http://www.cian.ru/rent/flat/151644581/,,37.407609,7,,5,36000.0,36000.0,косметический,2,Кунцево,Молодежная,0,45.0,1
15097,1,1,321.256105345,7,2,26.0,55.714262,http://www.cian.ru/rent/flat/150923162/,,37.455193,5,,5,36000.0,36000.0,косметический,2,Фили-Давыдково,Кунцевская,0,43.0,0
15098,1,1,100.909374225,7,4,32.0,55.742838,http://www.cian.ru/rent/flat/151218266/,,37.49047,4,,5,36000.0,36000.0,косметический,2,Филёвский Парк,Багратионовская,0,45.0,1
15099,1,0,616.501628337,7,4,30.5,55.675504,http://www.cian.ru/rent/flat/151615808/,,37.507843,3,1,5,37000.0,37000.0,косметический,2,Проспект Вернадского,Проспект Вернадского,0,45.0,1
15100,1,1,186.638849341,7,7,20.0,55.731754,http://www.cian.ru/rent/flat/151492749/,,37.535125,5,1,10,37000.0,37000.0,евроремонт,1,Раменки,Киевская,0,37.0,0
15101,1,,155.35212709,7,7,19.0,55.735804,http://www.cian.ru/rent/flat/151615125/,10.0,37.418982,10,1,17,37000.0,37000.0,косметический,1,,Молодежная,0,40.0,1
15102,1,0,342.834207686,7,17,20.0,55.711448,http://www.cian.ru/rent/flat/151624031/,10.0,37.393209,15,1,22,37000.0,37000.0,евроремонт,1,Можайский,Кунцевская,0,41.0,0
15103,1,0,599.721097927,7,10,18.0,55.677722,http://www.cian.ru/rent/flat/151498935/,,37.513925,9,1,17,38000.0,38000.0,евроремонт,1,Проспект Вернадского,Проспект Вернадского,0,35.0,1
15104,1,1,112.057873421,7,3,25.0,55.741399,http://www.cian.ru/rent/flat/151416046/,,37.522099,11,,9,38000.0,38000.0,косметический,2,Дорогомилово,Парк Победы,0,34.0,1
15105,1,0,35.9328693607,7,15,25.0,55.760444,http://www.cian.ru/rent/flat/151497286/,10.0,37.408472,3,,17,38000.0,38000.0,евроремонт,1,Крылатское,Крылатское,0,40.0,1
15106,1,1,223.392448376,7,5,17.0,55.726989,http://www.cian.ru/rent/flat/151637951/,,37.473698,3,,19,38000.0,38000.0,евроремонт,1,Фили-Давыдково,Славянский бульвар,0,38.0,1
15107,1,0,619.957342465,7,9,100.0,55.675047,http://www.cian.ru/rent/flat/151485252/,20.0,37.477777,14,1,25,170000.0,170000.0,дизайнерский,4,Тропарёво-Никулино,Проспект Вернадского,0,150.0,1
15108,1,0,277.250358205,7,3,30.0,55.719992,http://www.cian.ru/rent/flat/151627504/,,37.391107,10,,9,32000.0,32000.0,косметический,2,Можайский,Славянский бульвар,0,45.0,1
15109,0,,63.6123557927,7,2,20.0,55.747647,http://www.cian.ru/rent/flat/151102959/,,37.565048,7,1,9,50000.0,50000.0,евроремонт,1,,Киевская,0,35.0,1
15110,1,0,752.72213109,7,3,31.0,55.657428,http://www.cian.ru/rent/flat/151601651/,,37.48552,7,,8,38000.0,38000.0,косметический,2,Тропарёво-Никулино,Юго-Западная,0,45.0,1
15111,1,0,67.3533445537,7,2,31.0,55.747165,http://www.cian.ru/rent/flat/151533380/,,37.406244,10,,14,39000.0,39000.0,косметический,2,Кунцево,Молодежная,0,48.0,1
15112,1,1,160.252757781,7,10,18.0,55.73517,http://www.cian.ru/rent/flat/151293642/,,37.47598,9,,12,39000.0,39000.0,косметический,1,Фили-Давыдково,Пионерская,0,40.0,1
15113,1,0,326.817586424,7,3,38.0,55.713537,http://www.cian.ru/rent/flat/150971736/,12.0,37.402794,5,,17,39000.0,39000.0,евроремонт,2,Можайский,Молодежная,0,62.0,0
15114,1,0,325.183812039,7,8,20.0,55.71375,http://www.cian.ru/rent/flat/151458891/,10.0,37.485448,10,1,14,39000.0,39000.0,евроремонт,1,Очаково-Матвеевское,Киевская,0,40.0,0
15115,1,0,93.2130078619,7,9,31.0,55.743831,http://www.cian.ru/rent/flat/151425893/,,37.398204,15,1,9,40000.0,40000.0,косметический,2,Кунцево,Молодежная,0,54.0,1
15116,1,0,596.496516921,7,3,30.0,55.678148,http://www.cian.ru/rent/flat/151164295/,,37.503441,3,,5,40000.0,40000.0,косметический,2,Проспект Вернадского,Проспект Вернадского,0,45.0,1
15117,1,0,217.534499268,7,12,28.0,55.727749,http://www.cian.ru/rent/flat/151664325/,,37.521938,14,,12,40000.0,40000.0,косметический,2,Раменки,Парк Победы,0,45.0,1
15118,0,1,98.747215188,7,4,32.0,55.743117,http://www.cian.ru/rent/flat/151149888/,,37.544315,7,,5,40000.0,40000.0,косметический,2,Дорогомилово,Кутузовская,0,42.0,1
15119,1,0,217.534499268,7,12,30.0,55.727749,http://www.cian.ru/rent/flat/151662184/,,37.521938,14,,12,40000.0,40000.0,косметический,2,Раменки,Парк Победы,0,45.0,1
15120,1,1,262.507929881,7,2,20.0,55.721909,http://www.cian.ru/rent/flat/151539084/,,37.45778,10,,4,40000.0,40000.0,косметический,1,Фили-Давыдково,Кунцевская,0,34.0,1
15121,1,1,196.965358997,7,2,30.0,55.730416,http://www.cian.ru/rent/flat/151589620/,,37.404869,21,,5,40000.0,40000.0,косметический,2,Кунцево,Молодежная,0,45.0,1
15122,0,1,290.461545216,7,5,33.0,55.718273,http://www.cian.ru/rent/flat/151201948/,,37.454322,5,1,5,40000.0,40000.0,косметический,2,Фили-Давыдково,Кунцевская,0,67.0,0
15123,1,0,803.874294414,7,15,55.0,55.650607,http://www.cian.ru/rent/flat/151166754/,,37.395742,,1,16,40000.0,40000.0,евроремонт,2,Солнцево,,0,67.0,
15124,1,0,738.757090046,7,2,34.0,55.659287,http://www.cian.ru/rent/flat/151138439/,12.0,37.465083,12,,17,40000.0,40000.0,косметический,2,Тропарёво-Никулино,Юго-Западная,0,57.0,1
15125,1,0,869.497293264,7,5,,55.641829,http://www.cian.ru/rent/flat/150497598/,10.0,37.360699,10,1,22,40000.0,40000.0,,3,Ново-Переделкино,Юго-Западная,0,77.0,0
15126,1,0,130.616147504,7,6,20.0,55.739002,http://www.cian.ru/rent/flat/151640838/,12.0,37.495123,8,,17,40000.0,40000.0,косметический,1,Филёвский Парк,Багратионовская,0,45.0,1
15127,1,0,673.009619651,7,7,27.0,55.668021,http://www.cian.ru/rent/flat/151219265/,,37.508741,10,1,14,40000.0,40000.0,косметический,2,Проспект Вернадского,Проспект Вернадского,0,38.0,1
15128,1,1,130.577451976,7,4,18.0,55.739007,http://www.cian.ru/rent/flat/151637573/,,37.472476,8,,5,40000.0,40000.0,косметический,1,Фили-Давыдково,Пионерская,0,32.0,1
15129,0,0,498.862319795,7,1,16.0,55.691014,http://www.cian.ru/rent/flat/151623872/,10.0,37.49692,5,1,17,40000.0,40000.0,евроремонт,1,Раменки,Проспект Вернадского,0,33.0,0
15130,1,0,292.482088809,7,5,28.0,55.71801,http://www.cian.ru/rent/flat/151354187/,,37.461337,20,,12,40000.0,40000.0,евроремонт,2,Фили-Давыдково,Славянский бульвар,0,42.0,1
15131,1,0,344.780834405,7,4,32.0,55.711194,http://www.cian.ru/rent/flat/151462890/,,37.408786,7,,9,40000.0,40000.0,евроремонт,2,Можайский,Кунцевская,0,55.0,0
15132,1,,135.909067001,7,16,20.0,55.738318,http://www.cian.ru/rent/flat/151112895/,10.0,37.430732,7,1,18,40000.0,40000.0,евроремонт,1,,Молодежная,0,40.0,1
15133,1,0,310.980816786,7,10,32.0,55.715601,http://www.cian.ru/rent/flat/151523364/,,37.457322,18,1,12,40000.0,40000.0,евроремонт,2,Фили-Давыдково,Кунцевская,0,52.0,1
15134,1,0,637.377904172,7,3,31.0,55.672742,http://www.cian.ru/rent/flat/151453535/,,37.506594,5,1,5,40000.0,40000.0,косметический,2,Проспект Вернадского,Проспект Вернадского,0,45.0,1
15135,1,0,136.458406702,7,16,20.0,55.738247,http://www.cian.ru/rent/flat/151441869/,12.0,37.4296,15,1,22,40000.0,40000.0,косметический,1,Кунцево,Молодежная,0,43.0,1
15136,1,1,805.01259344,7,12,20.0,55.650455,http://www.cian.ru/rent/flat/151433417/,17.0,37.388008,10,,24,40000.0,40000.0,евроремонт,1,Солнцево,Юго-Западная,0,50.0,0
15137,1,0,289.25527479,7,6,30.0,55.71843,http://www.cian.ru/rent/flat/150934105/,,37.432304,14,,9,40000.0,40000.0,косметический,2,Можайский,Пионерская,0,45.0,1
15138,1,1,251.427208081,7,14,27.0,55.723349,http://www.cian.ru/rent/flat/151155385/,,37.39965,10,1,17,40000.0,40000.0,евроремонт,2,Можайский,Молодежная,0,41.0,0
15139,1,1,300.316622102,7,4,32.0,55.71699,http://www.cian.ru/rent/flat/151635574/,,37.453468,24,,5,42000.0,42000.0,евроремонт,2,Фили-Давыдково,Кунцевская,0,45.0,1
15140,0,0,623.102498475,7,7,32.0,55.674631,http://www.cian.ru/rent/flat/150787905/,,37.51344,5,,9,42000.0,42000.0,косметический,2,Проспект Вернадского,Проспект Вернадского,0,48.0,0
