,Bal,Brick,Dist,District,Floor,Kitsp,Lat,Link,Livesp,Lon,Metrdist,New,Nfloors,Price,Price_duplicate,Rem,Rooms,Small_district,Stname,Tel,Totsp,Walk
4027,0,0,101.716915499,0,5,119.0,55.768871,http://www.cian.ru/rent/flat/151197489/,20.0,37.598456,4,,7,250000.0,250000.0,евроремонт,3,Тверской,Маяковская,0,170.0,1
4028,1,0,842.634726578,4,5,50.0,55.645426,http://www.cian.ru/rent/flat/151460698/,10.0,37.733707,9,,17,48000.0,48000.0,евроремонт,3,Марьино,Марьино,0,76.0,1
4029,1,1,843.471736917,5,8,29.0,55.645314,http://www.cian.ru/rent/flat/150690803/,,37.657485,12,,19,39000.0,39000.0,евроремонт,1,Москворечье-Сабурово,Кантемировская,0,40.0,1
4030,1,,680.51221149,8,14,33.0,55.842064,http://www.cian.ru/rent/flat/151567951/,11.0,37.420356,15,,14,35000.0,35000.0,косметический,2,,Сходненская,0,60.0,1
4031,1,0,807.960089999,8,14,32.0,55.857968,http://www.cian.ru/rent/flat/151455571/,10.0,37.345742,6,1,18,45000.0,45000.0,отсутствует,2,Митино,Пятницкое шоссе,0,55.0,1
4032,0,1,352.692713306,3,3,32.0,55.800812,http://www.cian.ru/rent/flat/151462654/,,37.787489,14,1,5,35000.0,35000.0,косметический,2,Измайлово,Первомайская,0,43.0,1
4033,1,1,1147.34484259,7,2,23.0,55.899981,http://www.cian.ru/rent/flat/151552684/,12.0,37.377021,,,7,38000.0,38000.0,евроремонт,1,Куркино,,0,45.0,
4034,1,1,539.566227846,3,4,,55.82439,http://www.cian.ru/rent/flat/150350204/,,37.749211,5,1,5,35000.0,35000.0,,2,Метрогородок,Бульвар Рокоссовского,0,45.0,1
4035,1,1,165.80947293,8,4,30.0,55.777059,http://www.cian.ru/rent/flat/150341318/,,37.497935,14,1,5,33000.0,33000.0,косметический,2,Хорошёво-Мнёвники,Полежаевская,0,43.0,0
4036,1,,1220.32242467,7,18,16.0,55.908954,http://www.cian.ru/rent/flat/151467765/,19.0,37.388304,,1,23,35000.0,35000.0,косметический,1,,,0,53.0,
4037,1,0,1553.74213227,6,7,30.0,55.548294,http://www.cian.ru/rent/flat/150345665/,12.0,37.559451,3,,16,36000.0,36000.0,евроремонт,2,Южное Бутово,Улица Скобелевская,0,60.0,1
4038,1,0,963.492498358,5,3,18.0,55.629201,http://www.cian.ru/rent/flat/151425055/,,37.650675,12,1,5,26000.0,26000.0,косметический,1,Царицыно,Кантемировская,0,32.0,1
4039,1,,866.361374133,1,3,37.0,55.865232,http://www.cian.ru/rent/flat/151254388/,13.0,37.54082,,1,17,33000.0,33000.0,косметический,2,,,0,58.5,
4040,1,1,171.288872278,7,6,60.0,55.777758,http://www.cian.ru/rent/flat/151565295/,25.0,37.457987,5,,12,80000.0,80000.0,дизайнерский,3,Хорошёво-Мнёвники,Октябрьское поле,0,90.0,0
4041,1,0,686.981204426,7,7,38.0,55.842873,http://www.cian.ru/rent/flat/150547657/,,37.355965,5,,16,45000.0,45000.0,евроремонт,2,Митино,Митино,0,56.0,1
4042,1,1,483.224153362,3,5,21.0,55.817299,http://www.cian.ru/rent/flat/150691555/,12.0,37.692959,5,,22,36000.0,36000.0,евроремонт,1,Богородское,Преображенская площадь,0,45.0,0
4043,1,0,184.471141438,8,5,19.0,55.779439,http://www.cian.ru/rent/flat/151450898/,,37.455471,3,1,17,42000.0,42000.0,отсутствует,1,Хорошёво-Мнёвники,Октябрьское поле,0,33.0,0
4044,0,1,164.13230349,0,6,36.0,55.734668,http://www.cian.ru/rent/flat/151520459/,,37.616647,3,1,14,150000.0,150000.0,евроремонт,2,Якиманка,Полянка,0,50.0,1
4045,1,0,594.034825269,1,7,20.0,55.831231,http://www.cian.ru/rent/flat/151605042/,11.0,37.501474,10,1,25,40000.0,40000.0,евроремонт,1,Войковский,Водный стадион,0,40.0,1
4046,0,0,416.827138887,8,8,90.0,55.808923,http://www.cian.ru/rent/flat/151148196/,90.0,37.462317,5,1,22,90000.0,90000.0,евроремонт,4,Щукино,Щукинская,0,90.0,1
4047,0,1,489.792842073,6,1,38.0,55.692206,http://www.cian.ru/rent/flat/151163024/,,37.545986,7,,6,50000.0,50000.0,косметический,2,Гагаринский,Университет,0,54.0,1
4048,0,1,64.8697689148,0,4,70.0,55.747485,http://www.cian.ru/rent/flat/149523377/,30.0,37.588907,4,,6,155000.0,155000.0,евроремонт,4,Арбат,Смоленская,0,110.0,1
4049,1,0,957.33688054,5,4,20.0,55.63003,http://www.cian.ru/rent/flat/151380335/,,37.744136,5,,16,30000.0,30000.0,косметический,1,Зябликово,Борисово,0,40.0,1
4050,0,1,64.8697689148,0,4,63.0,55.747485,http://www.cian.ru/rent/flat/150805317/,30.0,37.588907,8,,6,,~ 194 746 руб,,4,Арбат,Смоленская,0,109.0,1
4051,1,1,662.616420163,1,3,20.0,55.839825,http://www.cian.ru/rent/flat/151575583/,,37.532116,15,1,5,27000.0,27000.0,косметический,1,Коптево,Войковская,0,37.0,0
4052,1,1,80.2293805975,0,,75.0,55.766121,http://www.cian.ru/rent/flat/149561071/,16.0,37.582529,,,,290000.0,290000.0,евроремонт,3,Пресненский,,0,106.0,
4053,0,0,114.861202232,3,8,32.0,55.770552,http://www.cian.ru/rent/flat/150492157/,,37.827401,5,,9,38000.0,38000.0,косметический,2,Ивановское,Новогиреево,0,50.0,0
4054,0,,1753.23455578,9,3,,55.520253,http://www.cian.ru/rent/flat/147197231/,15.0,37.395149,30,1,4,27000.0,27000.0,,1,,Теплый Стан,0,55.0,0
4055,1,1,112.608723388,7,7,53.0,55.770264,http://www.cian.ru/rent/flat/149519275/,20.0,37.489976,,,24,87000.0,87000.0,дизайнерский,2,Хорошёво-Мнёвники,,0,93.0,
4056,1,1,569.346667799,2,9,60.0,55.828132,http://www.cian.ru/rent/flat/151587108/,,37.650226,9,1,10,70000.0,70000.0,евроремонт,3,Алексеевский,ВДНХ,0,80.0,1
4057,1,,1222.66714027,6,11,38.0,55.594031,http://www.cian.ru/rent/flat/151608394/,10.0,37.544944,12,,16,40000.0,40000.0,косметический,2,,Теплый Стан,0,65.0,1
4058,0,1,405.049397275,8,28,60.0,55.807435,http://www.cian.ru/rent/flat/140326715/,25.0,37.448662,14,1,30,100000.0,100000.0,евроремонт,2,Щукино,Щукинская,0,85.0,1
4059,1,1,142.048400679,8,34,37.0,55.774026,http://www.cian.ru/rent/flat/150857708/,10.0,37.467221,5,1,40,85000.0,85000.0,евроремонт,2,Хорошёво-Мнёвники,Полежаевская,0,54.0,0
4060,0,0,911.521290633,8,11,64.0,55.870839,http://www.cian.ru/rent/flat/150884883/,,37.44135,10,1,24,56000.0,56000.0,евроремонт,2,Северное Тушино,Планерная,0,74.0,1
4061,1,1,324.341820661,3,5,19.0,55.79722,http://www.cian.ru/rent/flat/151559555/,,37.729754,12,,12,37000.0,37000.0,евроремонт,1,Преображенское,Преображенская площадь,0,36.0,1
4062,1,1,927.576078037,6,4,20.0,55.634034,http://www.cian.ru/rent/flat/149782344/,10.0,37.488574,15,,16,35000.0,35000.0,,1,Тёплый Стан,Тропарево,0,38.0,1
4063,1,0,845.108281821,6,3,76.0,55.645095,http://www.cian.ru/rent/flat/151494272/,30.0,37.498375,5,,20,100000.0,100000.0,дизайнерский,4,Обручевский,Коньково,0,130.0,1
4064,0,1,31.6571254128,3,4,20.0,55.751761,http://www.cian.ru/rent/flat/151556860/,,37.803146,10,1,5,30000.0,30000.0,косметический,1,Новогиреево,Новогиреево,0,33.0,1
4065,1,1,482.581254628,2,3,16.0,55.817218,http://www.cian.ru/rent/flat/151103584/,,37.631892,7,,5,30000.0,30000.0,косметический,1,Останкинский,ВДНХ,0,32.0,1
4066,1,1,17.4571053056,0,6,25.0,55.758073,http://www.cian.ru/rent/flat/151263918/,25.0,37.547144,10,1,23,90000.0,90000.0,дизайнерский,1,Пресненский,Улица 1905 года,0,54.0,0
4067,1,0,998.678078467,1,7,44.0,55.881636,http://www.cian.ru/rent/flat/151380995/,,37.561895,,,9,45000.0,45000.0,косметический,3,Восточное Дегунино,,0,60.0,
4068,0,1,241.865548801,4,1,,55.724591,http://www.cian.ru/rent/flat/150862524/,,37.780958,10,1,5,32000.0,32000.0,,2,Рязанский,Рязанский проспект,0,41.0,1
4069,0,1,69.7895509325,0,3,52.0,55.764784,http://www.cian.ru/rent/flat/151520786/,,37.621004,4,,7,170000.0,170000.0,евроремонт,3,Мещанский,Трубная,0,85.0,1
4070,1,0,798.623744189,6,5,32.0,55.651308,http://www.cian.ru/rent/flat/140030004/,,37.566629,20,,5,30000.0,30000.0,,2,Зюзино,Калужская,0,45.5,1
4071,1,,799.267970702,6,2,33.0,55.651222,http://www.cian.ru/rent/flat/151558012/,,37.580786,15,1,5,30000.0,30000.0,косметический,2,,Каховская,0,48.0,1
4072,1,0,599.311566692,7,7,22.0,55.831893,http://www.cian.ru/rent/flat/151531507/,,37.349713,20,1,12,29000.0,29000.0,косметический,1,Митино,Митино,0,40.0,1
4073,0,0,909.646910661,5,8,,55.636443,http://www.cian.ru/rent/flat/151234122/,,37.7441,3,1,17,45000.0,45000.0,,2,Братеево,Борисово,0,60.0,1
4074,1,0,277.874889605,3,9,20.0,55.791324,http://www.cian.ru/rent/flat/151568127/,10.0,37.663575,10,,12,35000.0,35000.0,косметический,1,Сокольники,Сокольники,0,42.0,1
4075,0,1,15.0328110795,0,6,85.0,55.753899,http://www.cian.ru/rent/flat/148773963/,23.0,37.637982,3,1,6,330000.0,330000.0,косметический,3,Басманный,Китай-город,0,180.0,1
4076,0,1,103.660209868,3,1,20.0,55.742483,http://www.cian.ru/rent/flat/151455775/,10.0,37.771759,18,,12,30000.0,30000.0,косметический,1,Перово,Перово,0,38.0,1
4077,1,1,3.17587631236,0,6,64.0,55.756239,http://www.cian.ru/rent/flat/149144407/,,37.598564,5,1,8,120000.0,120000.0,косметический,4,Пресненский,Арбатская,0,100.0,1
4078,0,1,583.229349067,6,1,27.0,55.6799,http://www.cian.ru/rent/flat/150401563/,,37.541189,15,,5,40000.0,40000.0,,2,Ломоносовский,Университет,0,42.0,1
4079,0,1,658.496098549,6,4,,55.669945,http://www.cian.ru/rent/flat/35318466/,,37.54277,10,,9,,~ 226 161 руб,,3,Обручевский,Новые Черемушки,0,110.0,1
4080,1,1,508.166430543,2,7,17.0,55.82044,http://www.cian.ru/rent/flat/151035544/,,37.65222,7,,14,30000.0,30000.0,косметический,1,Алексеевский,ВДНХ,0,32.0,1
4081,1,1,735.078005361,1,2,29.0,55.848882,http://www.cian.ru/rent/flat/151222437/,,37.493892,18,1,5,43000.0,43000.0,евроремонт,2,Головинский,Водный стадион,0,45.0,1
4082,0,1,733.499879196,7,3,19.0,55.848685,http://www.cian.ru/rent/flat/150980699/,,37.440775,4,,5,34000.0,34000.0,,1,Южное Тушино,Сходненская,0,33.0,1
4083,1,1,976.358005858,2,2,,55.878874,http://www.cian.ru/rent/flat/149524504/,,37.637371,20,1,11,35000.0,35000.0,,2,Северное Медведково,Медведково,0,45.0,1
4084,0,1,101.638743878,0,5,68.0,55.768861,http://www.cian.ru/rent/flat/150880139/,13.0,37.616333,6,,6,,~ 292 119 руб,дизайнерский,4,Тверской,Трубная,0,130.0,1
4085,0,0,4.27273687485,0,2,90.0,55.755282,http://www.cian.ru/rent/flat/150401786/,15.0,37.600765,6,,6,160000.0,160000.0,дизайнерский,3,Пресненский,Арбатская,0,111.0,1
4086,1,0,419.551427475,4,12,19.0,55.70142,http://www.cian.ru/rent/flat/151421799/,10.0,37.930033,15,,17,29000.0,29000.0,евроремонт,1,Некрасовка,Выхино,0,40.0,0
4087,1,1,1249.36193403,9,5,20.0,55.590378,http://www.cian.ru/rent/flat/150594043/,,37.456334,10,,17,10000.0,10000.0,отсутствует,1,поселение Сосенское,Теплый Стан,0,40.0,0
4088,1,0,373.802752148,7,13,46.0,55.803484,http://www.cian.ru/rent/flat/146168343/,11.0,37.407438,6,,22,70000.0,70000.0,евроремонт,3,Строгино,Строгино,0,76.0,1
4089,1,1,373.123040531,1,4,20.0,55.803398,http://www.cian.ru/rent/flat/151449453/,10.0,37.548896,12,1,14,31000.0,31000.0,отсутствует,1,Аэропорт,Аэропорт,0,40.0,1
4090,1,,660.948466483,6,5,18.0,55.66962,http://www.cian.ru/rent/flat/151377822/,,37.588781,19,,15,30000.0,30000.0,косметический,1,,Нахимовский проспект,0,32.0,1
4091,0,0,266.436887238,2,5,65.0,55.789871,http://www.cian.ru/rent/flat/150971926/,10.0,37.600998,8,1,5,80000.0,80000.0,евроремонт,4,Марьина Роща,Савеловская,0,100.0,1
4092,1,,1091.63484104,2,3,20.0,55.893117,http://www.cian.ru/rent/flat/151072716/,,37.653954,11,,17,37000.0,37000.0,евроремонт,1,,Медведково,0,38.0,1
4093,0,1,538.118638401,1,1,35.0,55.824208,http://www.cian.ru/rent/flat/138681745/,,37.569432,11,,5,38000.0,38000.0,косметический,3,Тимирязевский,Тимирязевская,0,54.0,1
4094,1,0,412.692895855,4,3,40.0,55.702318,http://www.cian.ru/rent/flat/151559568/,12.0,37.928174,12,,17,30000.0,30000.0,косметический,2,Некрасовка,Выхино,0,66.0,0
4095,1,0,818.21030633,6,9,18.0,55.648692,http://www.cian.ru/rent/flat/151553206/,,37.5736,20,,12,33000.0,33000.0,косметический,1,Зюзино,Севастопольская,0,33.0,1
4096,1,1,409.378359706,8,19,80.0,55.807982,http://www.cian.ru/rent/flat/137108086/,15.0,37.450845,5,,40,150000.0,150000.0,,3,Щукино,Щукинская,0,144.0,1
4097,1,0,732.233059545,6,3,31.0,55.660155,http://www.cian.ru/rent/flat/151576896/,,37.587353,15,1,5,34000.0,34000.0,косметический,2,Зюзино,Каховская,0,46.0,1
4098,1,1,604.36781016,5,9,17.0,55.677108,http://www.cian.ru/rent/flat/150954971/,10.0,37.685701,20,,12,25000.0,25000.0,косметический,1,Нагатинский Затон,Коломенская,0,35.0,1
4099,1,1,382.079292844,2,3,34.0,55.804531,http://www.cian.ru/rent/flat/151556851/,10.0,37.632826,8,1,7,40000.0,40000.0,косметический,2,Останкинский,Алексеевская,0,64.0,1
4100,1,1,434.369122947,3,3,18.0,55.811138,http://www.cian.ru/rent/flat/150631988/,,37.808689,10,,9,27000.0,27000.0,косметический,1,Гольяново,Щелковская,0,33.0,1
4101,1,0,373.802752148,8,15,50.0,55.803484,http://www.cian.ru/rent/flat/151567905/,11.0,37.407438,1,,22,70000.0,70000.0,евроремонт,3,Строгино,Строгино,0,80.0,1
4102,1,1,598.797679981,6,7,31.0,55.677844,http://www.cian.ru/rent/flat/151034267/,,37.564482,1,,8,42000.0,42000.0,евроремонт,2,Академический,Профсоюзная,0,48.0,1
4103,1,0,309.894457147,7,3,18.0,55.795388,http://www.cian.ru/rent/flat/151421850/,,37.405157,10,,10,35000.0,35000.0,косметический,1,Строгино,Строгино,0,37.0,1
4104,1,1,147.639904584,8,6,50.0,55.77474,http://www.cian.ru/rent/flat/150932618/,30.0,37.469368,,1,22,120000.0,120000.0,дизайнерский,2,Хорошёво-Мнёвники,,0,93.0,
4105,1,0,533.193767389,4,11,34.0,55.686497,http://www.cian.ru/rent/flat/151420862/,10.0,37.856201,3,,14,45000.0,45000.0,евроремонт,2,Выхино-Жулебино,Жулебино,0,55.0,1
4106,0,0,858.770397182,6,14,,55.643266,http://www.cian.ru/rent/flat/151037832/,10.0,37.502004,15,1,17,40000.0,40000.0,,1,Коньково,Беляево,0,40.0,1
4107,0,0,425.996592434,1,1,25.0,55.810081,http://www.cian.ru/rent/flat/151082038/,,37.492473,15,,9,50000.0,50000.0,,2,Сокол,Сокол,0,38.0,1
4108,0,1,89.0564552082,0,6,130.0,55.767251,http://www.cian.ru/rent/flat/151498623/,20.0,37.584478,10,,15,250000.0,250000.0,евроремонт,4,Пресненский,Баррикадная,0,170.0,1
4109,1,1,260.715390974,0,8,51.0,55.722142,http://www.cian.ru/rent/flat/151000236/,10.0,37.618569,8,,14,199000.0,199000.0,,2,Замоскворечье,Серпуховская,0,80.0,1
4110,0,0,1146.35280754,5,5,20.0,55.604442,http://www.cian.ru/rent/flat/151620224/,10.0,37.586697,13,,9,27000.0,27000.0,косметический,1,Чертаново Южное,Южная,0,40.0,1
4111,1,0,1111.49367995,5,3,21.0,55.609182,http://www.cian.ru/rent/flat/151616914/,,37.731146,10,,12,30000.0,30000.0,,1,Орехово-Борисово Южное,Домодедовская,0,40.0,1
4112,1,0,551.183636506,4,12,20.0,55.684127,http://www.cian.ru/rent/flat/151200498/,,37.861483,3,,16,28000.0,28000.0,косметический,1,Выхино-Жулебино,Жулебино,0,38.0,1
4113,1,0,1297.14083962,5,14,25.0,55.583825,http://www.cian.ru/rent/flat/151304328/,,37.69693,,,17,27000.0,27000.0,косметический,1,Бирюлёво Восточное,,0,43.0,
4114,1,1,197.974476078,8,8,50.0,55.78116,http://www.cian.ru/rent/flat/151279305/,40.0,37.451411,10,,17,120000.0,120000.0,косметический,3,Хорошёво-Мнёвники,Октябрьское поле,0,137.0,0
4115,1,1,417.064648541,8,13,40.0,55.808953,http://www.cian.ru/rent/flat/151295001/,19.0,37.479205,10,,17,90000.0,90000.0,,2,Щукино,Щукинская,0,80.0,1
4116,1,1,595.49724453,5,9,,55.67828,http://www.cian.ru/rent/flat/150615662/,,37.662237,2,1,14,45000.0,45000.0,,3,Нагатино-Садовники,Коломенская,0,56.0,1
4117,1,0,1119.76948466,2,7,32.0,55.896585,http://www.cian.ru/rent/flat/151248085/,,37.597612,7,,9,40000.0,40000.0,,2,Бибирево,Алтуфьево,0,45.0,1
4118,1,0,847.060745726,7,5,19.0,55.862833,http://www.cian.ru/rent/flat/151547249/,,37.437658,5,1,9,35000.0,35000.0,косметический,1,Северное Тушино,Планерная,0,33.0,1
4119,0,,67.741378849,0,54,80.0,55.747115,http://www.cian.ru/rent/flat/151363131/,,37.539078,2,,73,280000.0,280000.0,евроремонт,2,,Выставочная,0,107.0,1
4120,0,0,172.074760912,3,3,30.0,55.73364,http://www.cian.ru/rent/flat/150782868/,,37.819208,30,,9,32000.0,32000.0,косметический,2,Вешняки,Выхино,0,45.0,1
4121,1,0,324.018399447,7,9,20.0,55.797179,http://www.cian.ru/rent/flat/151617780/,10.0,37.392122,15,,25,30000.0,30000.0,косметический,1,Строгино,Строгино,0,40.0,1
4122,1,0,793.33425796,6,7,31.0,55.652014,http://www.cian.ru/rent/flat/151603662/,,37.602669,2,,12,40000.0,40000.0,косметический,2,Зюзино,Севастопольская,0,45.0,1
4123,1,1,1948.08725291,10,5,20.0,55.492482,http://www.cian.ru/rent/flat/151286513/,,37.299021,30,1,17,25000.0,25000.0,евроремонт,1,Троицк,Теплый Стан,0,43.0,0
4124,0,0,1277.82876163,5,4,20.0,55.586476,http://www.cian.ru/rent/flat/151556880/,,37.643031,7,,9,25000.0,25000.0,косметический,1,Бирюлёво Западное,Пражская,0,35.0,0
4125,0,0,28.353432394,3,2,18.0,55.752186,http://www.cian.ru/rent/flat/151514055/,,37.83015,5,,9,28000.0,28000.0,косметический,1,Ивановское,Перово,0,32.2,0
4126,1,0,701.65997708,8,6,20.0,55.844708,http://www.cian.ru/rent/flat/151565590/,10.0,37.356199,5,,16,43000.0,43000.0,евроремонт,1,Митино,Митино,0,38.0,1
4127,1,0,390.564135468,3,4,20.0,55.805604,http://www.cian.ru/rent/flat/151482564/,,37.759021,5,,9,35000.0,35000.0,евроремонт,1,Гольяново,Черкизовская,0,36.0,0
4128,0,1,978.361444423,1,1,37.0,55.879122,http://www.cian.ru/rent/flat/151355345/,,37.520411,15,,5,35000.0,35000.0,косметический,2,Западное Дегунино,Петровско-Разумовская,0,45.0,0
4129,1,1,1810.74497168,9,3,30.0,55.512097,http://www.cian.ru/rent/flat/149917794/,,37.567743,15,,3,30000.0,30000.0,,2,Щербинка,Бульвар Дмитрия Донского,0,50.0,0
4130,1,0,22.6297833404,3,3,20.0,55.758737,http://www.cian.ru/rent/flat/151162043/,10.0,37.820825,12,,16,29000.0,29000.0,косметический,1,Ивановское,Новогиреево,0,35.0,1
4131,1,0,1894.97356201,9,12,40.0,55.500091,http://www.cian.ru/rent/flat/150947161/,13.0,37.56777,15,1,17,38000.0,38000.0,дизайнерский,2,Щербинка,Бульвар Дмитрия Донского,0,82.0,0
4132,1,1,230.466146505,0,14,85.0,55.726071,http://www.cian.ru/rent/flat/151556290/,30.0,37.577903,4,1,20,250000.0,250000.0,дизайнерский,3,Хамовники,Фрунзенская,0,140.0,1
4133,1,1,1020.38142788,5,3,20.0,55.621526,http://www.cian.ru/rent/flat/151412585/,15.0,37.587515,20,,16,30000.0,30000.0,косметический,1,Чертаново Центральное,Южная,0,38.0,1
4134,1,0,1641.04802728,6,13,34.0,55.536069,http://www.cian.ru/rent/flat/151600420/,14.0,37.578657,20,1,17,36000.0,36000.0,косметический,2,Южное Бутово,Улица Скобелевская,0,58.0,1
4135,0,0,820.781487653,8,4,34.0,55.859564,http://www.cian.ru/rent/flat/151568003/,,37.429339,5,,5,37000.0,37000.0,косметический,2,Северное Тушино,Планерная,0,45.0,1
4136,0,1,132.419285131,0,3,47.0,55.738769,http://www.cian.ru/rent/flat/149712582/,,37.618255,5,1,9,170000.0,170000.0,дизайнерский,2,Якиманка,Полянка,0,64.0,1
4137,1,0,286.167371921,1,3,24.0,55.792377,http://www.cian.ru/rent/flat/151611941/,,37.581065,6,,9,35000.0,35000.0,косметический,2,Савёловский,Савеловская,0,38.0,1
4138,1,0,688.516712506,7,13,38.0,55.843065,http://www.cian.ru/rent/flat/151493288/,12.0,37.366817,5,1,17,69000.0,69000.0,отсутствует,3,Митино,Митино,0,75.0,1
4139,1,0,924.961096265,1,9,36.0,55.872506,http://www.cian.ru/rent/flat/151401988/,,37.557403,5,,17,30000.0,30000.0,косметический,2,Бескудниковский,Петровско-Разумовская,0,55.0,0
4140,0,0,992.276123402,1,1,30.0,55.880844,http://www.cian.ru/rent/flat/151590169/,,37.490748,7,1,14,35000.0,35000.0,косметический,2,Западное Дегунино,Речной вокзал,0,45.0,0
4141,1,0,622.7823701,8,3,30.0,55.834836,http://www.cian.ru/rent/flat/150350232/,,37.417491,2,1,9,34000.0,34000.0,,2,Покровское-Стрешнево,Тушинская,0,44.0,0
4142,0,1,129.210081095,3,1,32.0,55.772386,http://www.cian.ru/rent/flat/150836319/,,37.829233,5,1,9,30000.0,30000.0,косметический,2,Ивановское,Новогиреево,0,42.0,0
